layer,layer_disc_mean,layer_val_mean,layer_val_lo,layer_val_hi,layer_samepass_val_mean,layer_samepass_val_lo,layer_samepass_val_hi,n_candidates,max_disc_activity,threshold,e_star,disc_active,disc_allcase_mean,val_active,val_rescue,val_rescue_lo,val_rescue_hi,val_spec,val_spec_lo,val_spec_hi,val_control,val_rescue_p,concentration,concentration_lo,concentration_hi
0,0.03076171875,-0.000244140625,-0.015625,0.015380859375,0.012939453125,-0.002447509765624998,0.0283203125,0,56,64,,,,,,,,,,,,,,,
1,0.02783203125,0.006591796875,-0.008544921875,0.021484375,0.0126953125,-0.00390625,0.029296875,0,58,64,,,,,,,,,,,,,,,
2,0.00732421875,0.003173828125,-0.01025390625,0.016845703125,0.01611328125,-0.00048828125,0.03271484375,0,60,64,,,,,,,,,,,,,,,
3,0.0166015625,0.012451171875,-0.0029296875,0.028076171875,0.00732421875,-0.0087890625,0.0234375,1,80,64,5.0,80.0,-0.00146484375,81.0,0.01025390625,-0.0029296875,0.0234375,-0.0048828125,-0.02001953125,0.0107421875,0.01513671875,0.15,1.4,,
4,0.0302734375,0.007568359375,-0.010260009765624998,0.02515258789062491,0.02099609375,0.0009765625,0.041015625,0,55,64,,,,,,,,,,,,,,,
5,0.02197265625,0.010009765625,-0.00634765625,0.026611328125,0.00341796875,-0.013671875,0.02099609375,0,53,64,,,,,,,,,,,,,,,
6,0.021484375,0.009033203125,-0.00927734375,0.02734375,0.004638671875,-0.013922119140624998,0.02392578125,0,49,64,,,,,,,,,,,,,,,
7,0.02197265625,0.002197265625,-0.017333984375,0.022216796875,-0.001953125,-0.0224609375,0.01806640625,0,54,64,,,,,,,,,,,,,,,
8,0.01171875,0.002685546875,-0.013427734375,0.01880493164062491,0.00830078125,-0.0078125,0.025390625,1,81,64,2.0,81.0,0.0009765625,77.0,0.004638671875,-0.009521484375,0.019287109375,-0.0048828125,-0.0224609375,0.0126953125,0.009521484375,0.5551,0.5588235294117647,,
9,0.029296875,-0.002197265625,-0.01806640625,0.013916015625,0.0107421875,-0.0048828125,0.02734375,1,66,64,3.0,66.0,-0.0029296875,60.0,0.0029296875,-0.00927734375,0.0166015625,-0.007568359375,-0.025390625,0.0107421875,0.010498046875,0.7179,0.2727272727272727,,
10,0.0263671875,0.01123046875,-0.00732421875,0.02978515625,0.002197265625,-0.016357421875,0.02001953125,2,86,64,4.0,75.0,-0.0029296875,75.0,0.01611328125,0.0029296875,0.02978515625,-0.00146484375,-0.02197265625,0.0185546875,0.017578125,0.0212,7.333333333333333,,
11,0.02587890625,-0.000732421875,-0.0205078125,0.01904296875,0.0087890625,-0.01220703125,0.0302734375,2,92,64,0.0,79.0,0.0146484375,71.0,0.01513671875,0.00244140625,0.02880859375,0.013916015625,-0.00537109375,0.03272094726562491,0.001220703125,0.0297,1.7222222222222223,-9.335,26.0
12,0.03515625,0.01904296875,-0.00244140625,0.0419921875,0.021728515625,-0.001220703125,0.044677734375,1,98,64,6.0,98.0,0.02099609375,101.0,0.00341796875,-0.01416015625,0.0234375,0.00146484375,-0.018566894531249996,0.02294921875,0.001953125,0.7711,0.15730337078651685,-2.3086956521739124,1.6440934065933885
13,0.0390625,-0.0078125,-0.03173828125,0.01513671875,-0.016357421875,-0.0390625,0.007086181640624911,2,76,64,6.0,67.0,0.001953125,70.0,0.005615234375,-0.00927734375,0.02099609375,0.001953125,-0.01904296875,0.02294921875,0.003662109375,0.5104,-0.34328358208955223,-5.666666666666667,4.717261904761862
14,0.0185546875,0.00341796875,-0.021984863281249996,0.02880859375,0.009033203125,-0.01416015625,0.03173828125,1,122,64,1.0,122.0,-0.0087890625,119.0,0.01171875,-0.01123046875,0.033203125,0.0048828125,-0.0185546875,0.02734375,0.0068359375,0.3261,1.2972972972972974,-5.168749999999999,8.666666666666666
15,0.0400390625,0.022705078125,-0.0078125,0.053466796875,0.029541015625,-0.000732421875,0.060546875,1,109,64,6.0,109.0,0.01171875,110.0,0.01318359375,-0.0087890625,0.037109375,0.00341796875,-0.021496582031249996,0.02880859375,0.009765625,0.2904,0.4462809917355372,-0.8573359073359073,1.6800454545454537
16,0.0498046875,0.063720703125,0.02880859375,0.1015625,0.068359375,0.0341796875,0.10546875,2,106,64,5.0,106.0,0.00732421875,108.0,0.0361328125,0.01416015625,0.0595703125,0.01318359375,-0.01611328125,0.04248046875,0.02294921875,0.0008,0.5285714285714286,0.2645457033388068,0.8709825392127847
17,0.05078125,0.062744140625,0.026123046875,0.1025390625,0.060302734375,0.025390625,0.09765625,2,100,64,1.0,100.0,0.03173828125,103.0,0.031494140625,0.004638671875,0.057861328125,0.002197265625,-0.0341796875,0.037353515625,0.029296875,0.0259,0.5222672064777328,0.09558706444361183,1.0253164556962024
18,0.07666015625,0.139892578125,0.07666015625,0.2094787597656249,0.14599609375,0.084716796875,0.213134765625,2,120,64,1.0,120.0,0.05615234375,123.0,0.14111328125,0.08203125,0.20703125,0.118408203125,0.059814453125,0.18505859375,0.022705078125,0.0,0.9665551839464883,0.8384982431923704,1.108836102296061
19,0.0859375,0.12060546875,0.06005859375,0.1806640625,0.1298828125,0.0703125,0.189453125,2,98,64,7.0,98.0,0.041015625,98.0,0.067626953125,0.032464599609375006,0.10449829101562491,0.012451171875,-0.031494140625,0.054443359375,0.05517578125,0.0004,0.5206766917293233,0.2960225250419484,0.8227848101265823
20,0.07763671875,0.081298828125,0.037353515625,0.1262268066406249,0.0732421875,0.03076171875,0.115234375,2,75,64,0.0,75.0,0.03564453125,64.0,0.03759765625,0.0166015625,0.06005859375,0.0126953125,-0.021484375,0.04638671875,0.02490234375,0.001,0.5133333333333333,0.24388595912986158,1.0625
21,0.08984375,0.06298828125,0.01708984375,0.10841064453124982,0.041259765625,0.001953125,0.07958984375,1,86,64,2.0,86.0,0.0244140625,80.0,0.012451171875,-0.01513671875,0.037353515625,-0.02490234375,-0.06103515625,0.01025390625,0.037353515625,0.3729,0.30177514792899407,-1.0,1.228654244306417
22,0.044921875,0.024169921875,-0.00927734375,0.058837890625,0.035888671875,0.000732421875,0.072021484375,2,112,64,6.0,112.0,0.03076171875,114.0,0.025390625,-0.00146484375,0.05322265625,0.015625,-0.013195800781249996,0.04345703125,0.009765625,0.0806,0.7074829931972789,-0.13961794019933552,1.8049941927990691
23,0.04931640625,0.012939453125,-0.023681640625,0.04833984375,0.010986328125,-0.021734619140624998,0.04150390625,1,94,64,4.0,94.0,0.02734375,94.0,-0.002197265625,-0.021002197265624998,0.015869140625,-0.00146484375,-0.03173828125,0.0302734375,-0.000732421875,0.8308,-0.2,,
24,0.0712890625,0.06005859375,0.029296875,0.0927734375,0.06201171875,0.03125,0.09521484375,2,113,64,5.0,113.0,0.04541015625,113.0,0.03369140625,0.009765625,0.060546875,0.006591796875,-0.022705078125,0.037841796875,0.027099609375,0.0077,0.5433070866141733,0.21228370583994233,0.9259259259259259
25,0.0029296875,0.030029296875,-0.00537109375,0.065185546875,0.03125,-0.00439453125,0.06494140625,1,85,64,3.0,85.0,0.01416015625,81.0,-0.00537109375,-0.029296875,0.01611328125,-0.015869140625,-0.046875,0.01416015625,0.010498046875,0.6873,-0.171875,-3.430357142857142,1.8334459459459442
26,0.1083984375,0.099365234375,0.057122802734375006,0.14501953125,0.091796875,0.04931640625,0.1376953125,2,99,64,0.0,99.0,0.056640625,87.0,0.030029296875,0.012451171875,0.048095703125,0.00390625,-0.0234375,0.0302734375,0.026123046875,0.0015,0.3271276595744681,0.14970012204889582,0.586110536239882
27,0.10986328125,0.119873046875,0.078125,0.16455078125,0.100341796875,0.056640625,0.1442932128906249,2,92,64,6.0,92.0,0.07177734375,94.0,0.031005859375,0.004150390625,0.05835571289062491,-0.004638671875,-0.038330078125,0.03076171875,0.03564453125,0.0312,0.30900243309002434,0.06399574468085106,0.5111161387631975
28,0.10693359375,0.08349609375,0.0078125,0.16650390625,0.090087890625,0.014886474609375002,0.172119140625,2,105,64,3.0,105.0,0.0458984375,104.0,0.06103515625,0.00439453125,0.1259765625,0.039306640625,-0.0087890625,0.09375610351562491,0.021728515625,0.0465,0.6775067750677507,0.16666666666666666,1.225813464235624
29,-0.02197265625,0.006103515625,-0.104736328125,0.112548828125,-0.000732421875,-0.111578369140625,0.10571899414062491,2,126,64,5.0,126.0,-0.00341796875,128.0,0.04638671875,-0.0322265625,0.123046875,0.077392578125,0.013171386718750004,0.13916015625,-0.031005859375,0.2474,-63.333333333333336,-13.172499999999998,14.471323529411753
30,0.01904296875,0.100830078125,-0.050787353515624994,0.25048828125,0.099853515625,-0.048345947265624994,0.2465881347656249,2,121,64,0.0,111.0,0.08837890625,115.0,0.12255859375,0.044421386718750004,0.20703125,0.163818359375,0.060528564453125,0.2695434570312498,-0.041259765625,0.0031,1.2273838630806846,-6.238498789346247,10.083472222222222
31,0.3994140625,0.455322265625,0.20823364257812502,0.7126525878906249,0.469482421875,0.21921997070312502,0.7314453125,2,121,64,6.0,121.0,0.0966796875,116.0,0.02783203125,-0.13282470703125,0.19678955078124982,-0.24169921875,-0.44044189453125,-0.0546875,0.26953125,0.7411,0.059282371294851796,-0.5095382840011421,0.3258082809467638
