layer,layer_disc_mean,layer_val_mean,layer_val_lo,layer_val_hi,layer_samepass_val_mean,layer_samepass_val_lo,layer_samepass_val_hi,n_candidates,max_disc_activity,threshold,e_star,disc_active,disc_allcase_mean,val_active,val_rescue,val_rescue_lo,val_rescue_hi,val_spec,val_spec_lo,val_spec_hi,val_control,val_rescue_p,concentration,concentration_lo,concentration_hi
20,-0.01025390625,0.02392578125,-0.005871582031249996,0.0537109375,0.00244140625,-0.02490234375,0.02783203125,5,73,64,7.0,73.0,0.01513671875,68.0,-0.0087890625,-0.02734375,0.008312988281249822,-0.004231770833333332,-0.022786458333333336,0.014160156249999997,-0.004557291666666664,0.3865,-3.6,-17.674999999999997,10.756249999999909
21,0.005859375,-0.00146484375,-0.02978515625,0.02685546875,0.01025390625,-0.01904296875,0.03759765625,3,115,64,29.0,72.0,-0.00439453125,66.0,0.01171875,-0.005859375,0.029296875,0.0006510416666666657,-0.01774088541666667,0.019209798177083275,0.011067708333333334,0.2557,1.1428571428571428,,
22,0.00927734375,0.00048828125,-0.02880859375,0.0283203125,0.0048828125,-0.02001953125,0.029296875,4,112,64,117.0,77.0,0.00341796875,72.0,0.0126953125,0.0,0.0263671875,0.0034179687500000026,-0.0166015625,0.022786458333333332,0.009277343750000002,0.0942,2.6,,
23,0.0126953125,-0.0068359375,-0.03369140625,0.01806640625,0.0166015625,-0.009765625,0.04248046875,4,96,64,80.0,71.0,0.0126953125,73.0,-0.001953125,-0.01904296875,0.01611328125,-0.006673177083333332,-0.02587890625,0.013346354166666666,0.004720052083333331,0.8768,-0.11764705882352941,,
24,0.05126953125,0.0029296875,-0.02783203125,0.03271484375,-0.02001953125,-0.046887207031249996,0.005859375,4,108,64,82.0,65.0,0.00439453125,52.0,0.005859375,-0.005859375,0.017578125,0.023763020833333336,0.005533854166666665,0.04134114583333333,-0.017903645833333332,0.4357,-0.2926829268292683,,
25,0.01806640625,0.00732421875,-0.021484375,0.03466796875,-0.02099609375,-0.046875,0.00537109375,6,105,64,54.0,80.0,0.0029296875,66.0,-0.00537109375,-0.0263671875,0.01708984375,0.0011393229166666648,-0.01904296875,0.022135416666666664,-0.006510416666666665,0.6653,0.2558139534883721,,
26,0.0126953125,0.0087890625,-0.017102050781249996,0.03515625,-0.01806640625,-0.04248046875,0.00537109375,5,117,64,65.0,117.0,0.001953125,109.0,-0.02001953125,-0.03662109375,-0.0029296875,-0.005045572916666666,-0.02197265625,0.0126953125,-0.014973958333333336,0.0289,1.1081081081081081,-7.449999999999998,7.002272727272694
27,0.0224609375,0.029296875,0.001953125,0.056640625,-0.00048828125,-0.02880859375,0.0283203125,4,115,64,97.0,100.0,0.0146484375,93.0,-0.0068359375,-0.02392578125,0.0107421875,0.006022135416666666,-0.014978027343750002,0.027018229166666664,-0.012858072916666668,0.4657,14.0,,
28,-0.00390625,-0.00146484375,-0.033203125,0.029309082031249822,-0.02490234375,-0.0546875,0.005859375,4,122,64,125.0,122.0,0.0126953125,114.0,-0.01904296875,-0.0390625,0.0,-0.005859375000000001,-0.0234375,0.01155598958333333,-0.01318359375,0.061,0.7647058823529411,-2.2229166666666664,5.285714285714286
29,0.00732421875,0.017578125,-0.015625,0.0498046875,0.017578125,-0.01806640625,0.05615234375,5,127,64,25.0,116.0,-0.00146484375,116.0,0.00341796875,-0.01708984375,0.02490234375,0.010416666666666668,-0.008138020833333332,0.028483072916666668,-0.006998697916666668,0.7857,0.19444444444444445,-4.4025,5.402499999999964
