layer,expert,pair,disc_active,disc_allcase_mean,val_active,val_rescue,val_rescue_lo,val_rescue_hi,val_rescue_p,val_spec,val_spec_lo,val_spec_hi,val_spec_p,val_control,val_rescue_active,rank,is_two_stage
42,115,L42E115,244,0.4124755859375,249,0.426025390625,0.369134521484375,0.4841369628906249,0.0,0.3926188151041667,0.334716796875,0.4507659912109375,0.0,0.033406575520833336,0.4380020080321285,1,False
44,69,L44E069,228,0.39404296875,235,0.429443359375,0.330810546875,0.536865234375,0.0,0.3636881510416667,0.2633402506510416,0.47306925455729154,0.0,0.06575520833333334,0.4678191489361702,2,True
43,5,L43E005,159,0.136962890625,158,0.141845703125,0.09375,0.197265625,0.0,0.06815592447916666,0.016680908203125,0.12496439615885409,0.0133,0.07368977864583334,0.2298259493670886,3,False
40,127,L40E127,180,0.1185302734375,191,0.12939453125,0.091790771484375,0.17041015625,0.0,0.08418782552083333,0.04431152343750001,0.12581787109374995,0.0001,0.04520670572916667,0.17342931937172776,4,False
41,1,L41E001,213,0.1014404296875,224,0.13037109375,0.101068115234375,0.16064453125,0.0,0.10624186197916666,0.07653706868489583,0.13602701822916666,0.0,0.024129231770833332,0.14899553571428573,5,False
40,30,L40E030,172,0.1011962890625,189,0.13134765625,0.093505859375,0.174072265625,0.0,0.08902994791666667,0.04882405598958334,0.13297526041666669,0.0001,0.042317708333333336,0.1779100529100529,6,False
43,104,L43E104,184,0.0965576171875,177,0.0731201171875,0.0469970703125,0.102783203125,0.0,-0.015909830729166668,-0.049399820963541674,0.019574991861979127,0.3743,0.08902994791666667,0.10575564971751412,7,False
43,46,L43E046,153,0.088134765625,180,0.126708984375,0.088623046875,0.168701171875,0.0,0.04838053385416667,0.00728251139322916,0.09204203287760415,0.0261,0.07832845052083334,0.18020833333333333,8,False
33,76,L33E076,185,0.062744140625,200,0.058349609375,0.035400390625,0.083740234375,0.0,0.05761718749999999,0.03556315104166667,0.08317260742187496,0.0,0.0007324218750000009,0.0746875,9,False
28,30,L28E030,228,0.052001953125,225,0.0655517578125,0.04541015625,0.0867919921875,0.0,0.05684407552083333,0.03633524576822917,0.07829182942708326,0.0,0.008707682291666668,0.07458333333333333,10,False
28,127,L28E127,188,0.04443359375,197,0.040283203125,0.018798828125,0.06494140625,0.0,0.025105794270833336,0.0025207519531249994,0.0496826171875,0.0295,0.015177408854166664,0.052347715736040606,11,
47,32,L47E032,222,0.0413818359375,229,0.032470703125,0.01611328125,0.049560546875,0.0003,0.04500325520833333,0.024820963541666664,0.06502278645833333,0.0,-0.012532552083333336,0.036299126637554587,12,
34,94,L34E094,198,0.0379638671875,200,0.036865234375,0.022216796875,0.052734375,0.0,0.0369873046875,0.021360270182291672,0.053141276041666664,0.0,-0.00012207031249999892,0.0471875,13,
38,57,L38E057,175,0.03759765625,180,0.0511474609375,0.0342987060546875,0.0703125,0.0,0.026936848958333336,0.010414632161458331,0.04541015625,0.0012,0.024210611979166664,0.07274305555555556,14,
39,40,L39E040,241,0.0372314453125,246,0.047607421875,0.029541015625,0.065673828125,0.0,0.031005859375,0.013020833333333336,0.04939778645833333,0.001,0.0166015625,0.04954268292682927,15,
44,27,L44E027,142,0.036376953125,141,0.0302734375,0.014404296875,0.050048828125,0.0001,-0.110595703125,-0.14811808268229165,-0.07429809570312504,0.0,0.140869140625,0.0549645390070922,16,
30,89,L30E089,172,0.0360107421875,176,0.013427734375,-0.0029296875,0.03076782226562491,0.1315,0.008382161458333332,-0.009440104166666664,0.026940917968749943,0.3819,0.005045572916666665,0.01953125,17,
47,34,L47E034,216,0.03466796875,225,0.0498046875,0.0302734375,0.070556640625,0.0,0.06429036458333334,0.042071533203125,0.08601888020833334,0.0,-0.014485677083333334,0.056666666666666664,18,
37,104,L37E104,254,0.0335693359375,256,0.057373046875,0.030517578125,0.084716796875,0.0,0.04585774739583333,0.020016479492187503,0.07356974283854165,0.0019,0.011515299479166668,0.057373046875,19,
38,38,L38E038,212,0.0330810546875,221,0.034912109375,0.018310546875,0.05176391601562491,0.0001,0.015584309895833336,-0.0008555094401041654,0.03259379069010415,0.0643,0.019327799479166664,0.04044117647058824,20,
42,16,L42E016,128,0.0174560546875,121,0.028076171875,0.017333984375,0.040283203125,0.0,-0.05135091145833333,-0.07349039713541666,-0.029945882161458364,0.0,0.07942708333333334,0.059400826446280995,21,
47,117,L47E117,203,0.0169677734375,208,0.032470703125,0.01513671875,0.05029296875,0.0005,0.03776041666666667,0.01782023111979166,0.05818888346354164,0.0002,-0.005289713541666668,0.039963942307692304,22,
32,32,L32E032,149,0.015869140625,167,0.00830078125,-0.00830078125,0.025634765625,0.3526,0.006754557291666665,-0.010337320963541669,0.023763020833333332,0.4462,0.0015462239583333335,0.012724550898203593,23,
27,40,L27E040,252,0.0145263671875,256,0.0079345703125,-0.00830078125,0.024169921875,0.3573,0.008544921874999998,-0.006266276041666668,0.02376505533854164,0.2678,-0.0006103515625,0.0079345703125,24,
43,36,L43E036,194,0.0140380859375,198,0.0435791015625,0.023800659179687503,0.0633544921875,0.0,-0.05322265625,-0.07877604166666666,-0.02717895507812503,0.0001,0.0968017578125,0.05634469696969697,25,
36,2,L36E002,232,0.013916015625,239,0.006103515625,-0.006103515625,0.01856079101562491,0.3619,-0.009684244791666668,-0.022056070963541667,0.0033365885416666657,0.147,0.015787760416666664,0.00653765690376569,26,
29,1,L29E001,190,0.013427734375,198,0.01953125,0.006103515625,0.03271484375,0.0041,0.023193359375,0.008870442708333336,0.03719075520833333,0.0007,-0.0036621093749999996,0.025252525252525252,27,
15,121,L15E121,129,0.0133056640625,119,0.004150390625,-0.0048828125,0.013671875,0.4109,0.002604166666666667,-0.009358723958333332,0.014322916666666666,0.6781,0.0015462239583333326,0.008928571428571428,28,
9,71,L9E071,144,0.0128173828125,131,0.005859375,-0.00537109375,0.017578125,0.3453,-0.0008138020833333341,-0.014078776041666666,0.012776692708333334,0.9156,0.006673177083333333,0.011450381679389313,29,
