kind,layer,mean,ci_lo,ci_hi,pos_frac,n,vnorm_mean,split,increment
layer,17,0.02984619140625,-0.03503570556640625,0.09069976806640623,0.46875,128,22.366164481732994,discovery,
layer,18,0.24664306640625,0.16162109375,0.3375915527343749,0.609375,128,29.612669844180346,discovery,
layer,19,0.38277435302734375,0.2403615951538086,0.5274927139282226,0.6640625,128,55.75038845464587,discovery,
layer,20,0.2982177734375,0.2034820556640625,0.40112609863281246,0.609375,128,38.28168338583782,discovery,
layer,21,0.38690185546875,0.29071044921875,0.4946945190429687,0.703125,128,36.24878235417418,discovery,
layer,22,0.26416015625,0.198968505859375,0.33264465332031246,0.625,128,35.450206987559795,discovery,
layer,23,0.21588134765625,0.15166168212890627,0.28570556640625,0.59375,128,33.62023435602896,discovery,
layer,24,0.05865478515625,-0.0126953125,0.13147125244140623,0.484375,128,39.66356302052736,discovery,
layer,25,0.168243408203125,0.08275909423828125,0.2612663269042968,0.5390625,128,39.95259681483731,discovery,
layer,26,0.056884765625,-0.016119384765624998,0.12451171875,0.53125,128,40.35155244870111,discovery,
layer,27,0.041229248046875,-0.055668640136718746,0.14032058715820311,0.4765625,128,46.360657087527215,discovery,
layer,28,0.0713043212890625,-0.019456100463867188,0.17163391113281246,0.46875,128,58.259291619062424,discovery,
layer,29,-0.0621795654296875,-0.19822845458984376,0.07800407409667967,0.40625,128,136.7619153559208,discovery,
layer,30,-0.192657470703125,-0.3313331604003906,-0.05838813781738292,0.3515625,128,380.2363309264183,discovery,
layer,31,-0.16741943359375,-0.303961181640625,-0.03185882568359377,0.390625,128,370.58943685889244,discovery,
block,0,0.05938720703125,-0.07373199462890626,0.199462890625,0.3671875,128,19.078981402446516,discovery,
block,1,0.05548095703125,-0.08697662353515626,0.1944580078125,0.3828125,128,817.5959563252982,discovery,
block,2,-0.0150146484375,-0.0614013671875,0.0343017578125,0.375,128,3.0613149483688176,discovery,
block,3,0.0072021484375,-0.058349609375,0.07739562988281246,0.4140625,128,4.571111987810582,discovery,
block,4,-0.0017242431640625,-0.06473045349121094,0.06480445861816406,0.4375,128,5.634808110073209,discovery,
block,5,0.0675048828125,-0.003424072265624998,0.14673767089843737,0.4609375,128,7.143935641273856,discovery,
block,6,0.02703857421875,-0.0371124267578125,0.09503479003906246,0.359375,128,7.830211661756039,discovery,
block,7,0.0615234375,-0.003543090820312499,0.1259765625,0.484375,128,9.111260432749987,discovery,
block,8,0.06317138671875,0.0011581420898437505,0.13226318359375,0.5390625,128,9.394351296126842,discovery,
block,9,0.0229339599609375,-0.04346046447753906,0.0865325927734375,0.453125,128,12.756916219368577,discovery,
block,10,0.01165771484375,-0.03704833984375,0.06011962890625,0.4453125,128,10.864555617794394,discovery,
block,11,-0.044097900390625,-0.09645156860351561,0.007814788818359342,0.34375,128,13.437328031286597,discovery,
block,12,-0.0222930908203125,-0.10945987701416016,0.051272773742675734,0.375,128,16.205330163240433,discovery,
block,13,-0.0127410888671875,-0.08029251098632813,0.05288810729980467,0.4453125,128,14.668595734983683,discovery,
block,14,0.01873779296875,-0.043644714355468746,0.08246154785156246,0.5234375,128,18.372542463243008,discovery,
block,15,0.34619140625,0.2486572265625,0.45361633300781246,0.6875,128,20.881195412948728,discovery,
block,16,0.087646484375,0.0135498046875,0.16003723144531246,0.5625,128,23.99316589348018,discovery,
block,17,0.0361480712890625,-0.027837371826171874,0.09729118347167967,0.5,128,27.124704010784626,discovery,
block,18,0.98406982421875,0.7973526000976563,1.1835357666015625,0.7578125,128,37.70266732946038,discovery,
block,19,1.0527877807617188,0.8547805786132813,1.259248542785644,0.8671875,128,60.92544358223677,discovery,
block,20,0.3795166015625,0.2786834716796875,0.489501953125,0.6875,128,45.80040705949068,discovery,
block,21,0.49932861328125,0.39111175537109377,0.61474609375,0.796875,128,43.93304930999875,discovery,
block,22,0.269866943359375,0.19674606323242189,0.3457687377929687,0.609375,128,41.89484294131398,discovery,
block,23,0.2464599609375,0.17613525390625,0.3240966796875,0.671875,128,42.995827190577984,discovery,
block,24,0.96942138671875,0.8153656005859375,1.1353988647460933,0.8515625,128,48.69699343293905,discovery,
block,25,0.18701171875,0.0966766357421875,0.28589782714843737,0.609375,128,45.877937749028206,discovery,
block,26,0.07263946533203125,-0.005887603759765624,0.14700393676757811,0.5546875,128,49.37105978280306,discovery,
block,27,0.14752197265625,0.03802337646484375,0.2581848144531249,0.5703125,128,59.135186322033405,discovery,
block,28,0.1394805908203125,0.04292755126953125,0.24428749084472642,0.5234375,128,66.73278054594994,discovery,
block,29,0.54730224609375,0.38866729736328126,0.7232727050781249,0.671875,128,151.32222560048103,discovery,
block,30,-0.0822906494140625,-0.21835441589355467,0.04506835937499987,0.4453125,128,390.85438826680183,discovery,
block,31,0.13604736328125,-0.04345703125,0.30567321777343737,0.578125,128,686.2511029243469,discovery,
resid,0,0.05938720703125,-0.07373199462890626,0.199462890625,0.3671875,128,19.080090706585906,discovery,0.029754638671875
resid,1,0.06768798828125,-0.0664703369140625,0.20648345947265623,0.375,128,818.8017920157872,discovery,-0.0048828125
resid,2,0.06817626953125,-0.06672363281249999,0.2063705444335936,0.3984375,128,818.8204212486744,discovery,0.0341796875
resid,3,0.13507080078125,-0.004702758789062499,0.2792419433593749,0.4609375,128,818.9101915359497,discovery,0.09033203125
resid,4,0.17364501953125,0.021656799316406253,0.32905426025390605,0.4609375,128,819.4189387783408,discovery,0.01318359375
resid,5,0.22393798828125,0.065606689453125,0.39233703613281246,0.5234375,128,820.1461786944419,discovery,0.0986328125
resid,6,0.24493408203125,0.0775115966796875,0.4228576660156249,0.53125,128,820.9398185703903,discovery,0.052734375
resid,7,0.30303955078125,0.1328704833984375,0.4882919311523436,0.5625,128,821.2865470778197,discovery,0.09814453125
resid,8,0.39288330078125,0.21128997802734376,0.5902145385742187,0.609375,128,821.8402422443032,discovery,0.09033203125
resid,9,0.43585205078125,0.25298004150390624,0.6339736938476562,0.6015625,128,827.6729188002646,discovery,0.00390625
resid,10,0.46319580078125,0.28399505615234377,0.65771484375,0.65625,128,828.3159412629902,discovery,0.013671875
resid,11,0.46856689453125,0.28558197021484377,0.6653549194335936,0.65625,128,829.1470622383058,discovery,0.0419921875
resid,12,0.51544189453125,0.32421875,0.718525695800781,0.671875,128,834.9399766921997,discovery,0.05078125
resid,13,0.61773681640625,0.40270843505859377,0.8475448608398436,0.6875,128,835.9994149506092,discovery,0.09765625
