kind,layer,mean,ci_lo,ci_hi,pos_frac,n,vnorm_mean,split,increment
attn_layer,0,0.15057373046875,-0.02228240966796875,0.33075103759765623,0.5625,16,0.04763423616532236,validation,
attn_layer,1,0.07183837890625,-0.10571746826171875,0.2671615600585936,0.4375,16,0.09752504981588572,validation,
attn_layer,2,0.18768310546875,-1.2207031249995837e-05,0.35535430908203114,0.6875,16,0.13075301703065634,validation,
attn_layer,3,0.101318359375,-0.0771484375,0.275634765625,0.5,16,0.13923918223008513,validation,
attn_layer,4,0.20208740234375,0.009703063964843751,0.3939941406249998,0.6875,16,0.20716499257832766,validation,
attn_layer,5,0.16619873046875,-0.003918457031249996,0.3384002685546872,0.625,16,0.21947737783193588,validation,
attn_layer,6,-0.00421142578125,-0.201416015625,0.18585357666015623,0.5,16,0.2540966859087348,validation,
attn_layer,7,0.29534912109375,0.05998687744140625,0.5495666503906249,0.6875,16,0.2871370278298855,validation,
attn_layer,8,0.0089111328125,-0.40794830322265624,0.3667037963867187,0.5625,16,0.40128992684185505,validation,
attn_layer,9,0.25244140625,-0.039556884765624994,0.510986328125,0.75,16,0.4785794084891677,validation,
attn_layer,10,1.07208251953125,0.5500442504882812,1.6169555664062498,0.875,16,0.6926147826015949,validation,
attn_layer,11,0.71923828125,0.09658508300781253,1.2938049316406244,0.875,16,0.9723587930202484,validation,
attn_layer,12,2.9415283203125,1.8159820556640625,4.176094055175781,0.9375,16,1.2953081279993057,validation,
attn_layer,13,2.71282958984375,1.596246337890625,3.959057617187498,0.9375,16,1.5702198296785355,validation,
attn_layer,14,0.834503173828125,0.31553115844726565,1.409796905517578,0.6875,16,1.7196261193603277,validation,
attn_layer,15,1.654052734375,1.0518600463867187,2.316252136230468,1.0,16,2.8154705688357353,validation,
layer,0,-0.03460693359375,-0.15966796875,0.08948211669921868,0.4375,16,0.06938806979451329,validation,
layer,1,0.1358642578125,0.0494354248046875,0.23791809082031246,0.625,16,0.0659106825478375,validation,
layer,2,0.095703125,-0.09033203125,0.2451171875,0.75,16,0.12971941148862243,validation,
layer,3,-0.04278564453125,-0.128424072265625,0.032962036132812456,0.3125,16,0.16912891110405326,validation,
