layer,layer_disc_mean,layer_val_mean,layer_val_lo,layer_val_hi,layer_samepass_val_mean,layer_samepass_val_lo,layer_samepass_val_hi,n_candidates,max_disc_activity,threshold,e_star,disc_active,disc_allcase_mean,val_active,val_rescue,val_rescue_lo,val_rescue_hi,val_spec,val_spec_lo,val_spec_hi,val_control,val_rescue_p,concentration,concentration_lo,concentration_hi
0,0.101318359375,0.080230712890625,-0.005127716064453124,0.19854736328125,0.06134033203125,-0.02264556884765625,0.17950897216796868,0,26,64,,,,,,,,,,,,,,,
1,0.161865234375,0.114501953125,0.013177490234375002,0.2639221191406249,0.10235595703125,-0.009829711914062499,0.25863037109374964,0,35,64,,,,,,,,,,,,,,,
2,0.114501953125,-0.0002899169921875,-0.11308784484863281,0.08926620483398434,-0.008087158203125,-0.14453811645507814,0.09417877197265623,1,121,64,26.0,121.0,0.029052734375,117.0,0.049407958984375,-0.007723236083984375,0.1142578125,0.03118896484375,-0.017704772949218746,0.08646952311197911,0.018218994140625,0.1204,-6.109433962264151,-12.625884433962264,13.457924014676188
3,0.13818359375,0.112579345703125,0.010498046875,0.25520629882812473,0.105499267578125,0.001953125,0.23880691528320303,0,42,64,,,,,,,,,,,,,,,
4,0.0458984375,0.087371826171875,0.0058578491210937505,0.19723587036132811,0.06793212890625,-0.0070205688476562495,0.16248474121093737,2,94,64,84.0,94.0,0.015869140625,99.0,-0.00128173828125,-0.03564453125,0.03271484375,0.009613037109375,-0.03027725219726562,0.04984664916992171,-0.010894775390625,0.9456,-0.018867924528301886,-1.5517241379310345,1.500525210084026
5,0.059814453125,0.0533447265625,-0.016482543945312497,0.140625,0.03851318359375,-0.04211578369140625,0.14064788818359342,0,52,64,,,,,,,,,,,,,,,
6,0.04736328125,0.026031494140625,-0.03509674072265625,0.08887100219726557,0.004302978515625,-0.048431396484375,0.05752792358398434,0,45,64,,,,,,,,,,,,,,,
7,0.03125,0.00103759765625,-0.03876495361328125,0.04004058837890623,-0.000518798828125,-0.040283203125,0.0365653991699218,0,41,64,,,,,,,,,,,,,,,
8,0.047607421875,0.014434814453125,-0.02826080322265625,0.055182647705078025,-0.035888671875,-0.08447265625,0.010498046875,2,81,64,38.0,81.0,0.0107421875,85.0,-0.01702880859375,-0.04669342041015625,0.0126953125,0.004669189453124998,-0.022542317708333336,0.03261642456054683,-0.021697998046875,0.2736,0.4744897959183674,-1.750694444444444,3.0230519480519433
9,0.0859375,0.009521484375,-0.038818359375,0.0595703125,-0.016998291015625,-0.065185546875,0.03745117187499991,0,54,64,,,,,,,,,,,,,,,
10,0.052001953125,0.044921875,-0.007080078125,0.09961547851562491,0.0164794921875,-0.040289306640624994,0.07886047363281246,0,35,64,,,,,,,,,,,,,,,
11,0.03271484375,0.03839111328125,-0.018923950195312497,0.10400390625,0.021331787109375,-0.036686706542968746,0.08691635131835934,0,46,64,,,,,,,,,,,,,,,
12,0.035400390625,0.04595947265625,-0.0029296875,0.09668273925781246,0.010284423828125,-0.044189453125,0.06472930908203123,0,50,64,,,,,,,,,,,,,,,
13,0.071533203125,0.00555419921875,-0.0771484375,0.08600158691406246,0.01763916015625,-0.05561370849609375,0.09722900390625,0,52,64,,,,,,,,,,,,,,,
14,0.046142578125,0.0409088134765625,-0.0019321441650390592,0.0855892181396484,0.0064697265625,-0.041998291015624994,0.0577392578125,0,46,64,,,,,,,,,,,,,,,
15,0.07470703125,0.06964111328125,0.012138366699218753,0.13459472656249982,0.049224853515625,-0.009280395507812499,0.11490020751953123,0,62,64,,,,,,,,,,,,,,,
16,0.015625,0.029052734375,-0.029302978515624998,0.08154296875,-0.002044677734375,-0.046389007568359376,0.04181060791015623,0,55,64,,,,,,,,,,,,,,,
