layer,expert,pair,disc_active,disc_allcase_mean,val_active,val_rescue,val_rescue_lo,val_rescue_hi,val_rescue_p,val_spec,val_spec_lo,val_spec_hi,val_spec_p,val_control,val_rescue_active,rank,is_two_stage
42,115,L42E115,124,0.453857421875,125,0.43359375,0.3603515625,0.5087890625,0.0,0.4091796875,0.33349609375,0.48568115234375,0.0,0.0244140625,0.444,1,False
44,69,L44E069,117,0.443359375,116,0.47998046875,0.33154296875,0.6489379882812498,0.0,0.4207356770833333,0.2675699869791667,0.594746907552083,0.0,0.059244791666666664,0.5296336206896551,2,True
43,5,L43E005,86,0.15966796875,79,0.12353515625,0.06103515625,0.19825439453124982,0.0,0.0693359375,0.0016276041666666693,0.1451863606770833,0.0628,0.05419921875,0.20015822784810128,3,False
40,127,L40E127,94,0.159423828125,93,0.107421875,0.0595703125,0.1640625,0.0,0.07194010416666666,0.022460937500000003,0.1298828125,0.0044,0.03548177083333333,0.1478494623655914,4,False
40,30,L40E030,83,0.126220703125,91,0.111328125,0.0615234375,0.166015625,0.0,0.078125,0.027665201822916666,0.13395182291666666,0.0042,0.033203125,0.1565934065934066,5,False
41,1,L41E001,115,0.119384765625,108,0.1416015625,0.1025390625,0.1806640625,0.0,0.1328125,0.09471842447916667,0.17122802734374992,0.0,0.0087890625,0.16782407407407407,6,False
43,46,L43E046,81,0.09912109375,79,0.140625,0.08349609375,0.20167236328124982,0.0,0.08870442708333334,0.031571451822916666,0.15071614583333331,0.0032,0.051920572916666664,0.22784810126582278,7,False
33,76,L33E076,100,0.09228515625,95,0.0517578125,0.0244140625,0.0810546875,0.0003,0.04557291666666667,0.019042968750000003,0.07324625651041661,0.001,0.006184895833333332,0.06973684210526315,8,False
28,30,L28E030,111,0.066650390625,119,0.056640625,0.02978515625,0.0859375,0.0001,0.044921875,0.01806640625,0.07356770833333333,0.0018,0.011718749999999998,0.06092436974789916,9,False
43,104,L43E104,91,0.06298828125,92,0.10107421875,0.05615234375,0.15673828125,0.0,0.05110677083333333,0.00016276041666666902,0.11214599609374995,0.0757,0.04996744791666667,0.140625,10,False
28,127,L28E127,99,0.05078125,97,0.03857421875,0.01904296875,0.060546875,0.0,0.021972656249999997,0.0009765625,0.04460042317708328,0.0526,0.016601562500000003,0.0509020618556701,11,
47,34,L47E034,112,0.0478515625,109,0.064453125,0.037109375,0.09375,0.0,0.09016927083333334,0.05989176432291667,0.12076822916666666,0.0,-0.02571614583333333,0.07568807339449542,12,
47,32,L47E032,113,0.046142578125,112,0.048828125,0.0283203125,0.06982421875,0.0,0.06868489583333333,0.044596354166666664,0.09391276041666666,0.0,-0.01985677083333333,0.05580357142857143,13,
43,37,L43E037,68,0.04345703125,61,0.0341796875,0.014636230468750004,0.056640625,0.0011,-0.016438802083333332,-0.04475911458333333,0.010904947916666664,0.2625,0.05061848958333333,0.07172131147540983,14,
38,57,L38E057,87,0.043212890625,94,0.04736328125,0.029284667968750004,0.06591796875,0.0,0.03206380208333333,0.013020833333333334,0.05159505208333333,0.0007,0.015299479166666666,0.06449468085106383,15,
34,94,L34E094,105,0.041748046875,100,0.03125,0.0126953125,0.05224609375,0.0025,0.02880859375,0.008951822916666668,0.049967447916666664,0.0082,0.0024414062499999983,0.04,16,
